,Username,Content,Location,Created at
791,tempodotco,mulai hari ini dinas pendidikan dki jakarta memberlakukan 50 persen pembelajaran tatap muka (ptm) untuk sementara karena peningkatan kasus covid-19 varian omicron.  #tempometro,Indonesia,2022-02-04 05:07:24
792,jogjamnfs,"jog tadi dapet kabar varian omicron kawin sama varian delta, menowo info lokasi resepsi nang ndi, sopo reti ntuk makan gratis",bagian dari @jogmfs,2022-02-04 05:06:55
793,aikel112629,"@musniumar antigen kok bisa nentuin itu omicron?? antigen itu hanya bersifat reaktif saja, virus flu biasa aja akan reaktif klu di antigen, utk pastikan itu virus corona, hrs swab pcr... prof apaan loe.. masak gitu aja gak tau?? kenak kibulin nakes loe..",Indonesia,2022-02-04 05:06:23
794,king_aster,"@musniumar bagaimana tau kalo itu virus omicron, sedangkan alat tes antigennya masih yg dulu (jaman c19 versi 1.0.0.0)","DKI Jakarta, Indonesia",2022-02-04 05:06:17
795,ditadwipr,kasus omicron mengganas omg😰😰,"Purwoketo, Jawa Tengah",2022-02-04 05:05:47
796,alan09892662,@moonfinders5 @cnnindonesia blum ada manusia yg meninggal karna covid  dan jyga belum ada manusia yg meninggal karna virus varian delta dan omicron karna covid 19 ini adalah pandemi palsu rekayasa china dan who maka nya penerbangan keluar negeri ngga di tutup,,2022-02-04 05:05:39
797,pertiwiid20,"@aldiaalfianda bali udah open border nanti katanya tgl 8, mantap. menyambut omicron dengan riang gembira","Tangerang, Banten",2022-02-04 05:05:28
798,jawapos,"waspada varian baru omicron, tetap disiplin terapkan prokes","Gedung Graha Pena Lt.10, Jl. R",2022-02-04 05:05:08
799,maMadgila2,"@murderwati anjing mui larang jumatan, nungging zhubur di rumah saja_takut dibunuh omicron",022_2502192#022_2787211,2022-02-04 05:05:08
800,Prambors,"masa inkubasi omicron 3 hari, kapan harus tes pcr?   #pramborsnews",Indonesia,2022-02-04 05:05:02
801,ehfitrias,ada yang tahu kemana gerangan omicron bersembunyi?  #omicronvariant  #covid19,K-Town,2022-02-04 05:04:52
802,gr3xck,"@bebytokyo jaga kesehatan teh, ngeri omicron","Goyang-si, Republic of Korea",2022-02-04 05:04:48
803,NasDem,"ketua @fraksinasdemjkt @wibiandrino menyatakan, ptm di jakarta perlu dihentikan mengingat kasus positif covid-19 varian omicron yang meningkat di jakarta. tingkat keterisian tempat tidur rumah sakit atau bed occupancy rate (bor) juga telah mencapai 60%.  bagaimana pendapatmu?","ÜT: -6.177799,106.843475",2022-02-04 05:04:38
804,Edwidhian,yah adek gue kalah sama virus omicron asu.. di rumah akhirnya ada yg kena covid19 setelah 2tahun ini aman selalu.  semoga 2 dosis vaksin bisa cepet mengatasi.  omicron jancok nih,Tanah Air Indonesia,2022-02-04 05:04:25
805,mnctrijaya,"covid-19 varian omicron memiliki karakteristik yan lebih cepat menular dan dengan gejala yang lebih ringan dibandingkan varian sebelumnya, bahkan bisa juga tanpa gejala.",Jakarta,2022-02-04 05:04:24
806,RRIBanten,#jumat #lintasbantensiang pasien omicron alami nyeri dan gatal tenggorokan  via @rri.co.id,"Serang - Banten, Indonesia",2022-02-04 05:04:17
807,gr3xck,"@rayvieralaxmana jaga kesehatan a, ngerih omicron","Goyang-si, Republic of Korea",2022-02-04 05:04:16
808,krnwnrk,"@ridwanhr panitia : ""ini udah sesuai protokol,jadi aman ""  omicron : ""oooo gitu""",,2022-02-04 05:04:05
809,hynedd,liat komenan di toktok sakit omicron dan pancaroba ini mirip-mirip,"Mataram, Indonesia",2022-02-04 05:03:54
810,kontenislam_com,jokowi sebut pasien terpapar virus omicron tak perlu dirawat di rumah sakit,,2022-02-04 05:03:41
811,JohanRio,"eh jam segini masih ngetweet dari web, kagak jum'atan? kagak, mengikuti imbauan mui kan:",Batas Jakarta-Depok,2022-02-04 05:02:21
812,SidiBobyLukman,"@musniumar bego, woi mus, tes antigen itu ndak bisa membaca varian omicron. wa ang yo sabana engak (goblok beneran). untuk memastikan omicron itu pakai pcr dan metodenya khusus. pakak",Gerbong Khusus Wanita,2022-02-04 05:02:19
813,cinderinaaaa,@merbab3s katanya haritu dorang takut nak restock chocolate sbb risau nanti pkp lagi sbb omicron 🥺 fina beli daim pun kat gerai tepi jalan tu pun sorang limit 3 hahaha,acc lama deactive,2022-02-04 05:02:17
814,putrianggitakr,"jangan sampe omicron, cukup covid original aja yang pernah rasain",,2022-02-04 05:02:12
815,gloomysky03,"@boetjinoppa thanks a heap! eh iya bener lagi musim mana omicron lagi naik, temen aku beberapa ke wisma atlet pagi ini",Quezon City,2022-02-04 05:02:01
816,mieayam10rb,@duaorang_ susah. karena yg dihighlight tuh selalu “omicron ga se-berbahaya itu” ya padahal meskipun ga berbahaya tp penyebarannya lebih cepat  😂,,2022-02-04 05:01:56
817,arkivth,di temoat ku udah ada 4line yang kena omicron..,,2022-02-04 05:01:41
818,jayaumbara45,apakah bedanya omicron dan vaksin ?? sepertinya tak ada bedanya di mana omicron dan vaksin ini merupakan virus corona yg sama2 lemah. mungkin perbedaan nya hanya vaksin di cipta kan oleh tangan manusia sedangkan  omicron tercipta dgn s3ndirinya atas selrksi alam.  bersambung,,2022-02-04 05:01:31
819,lahmanaguetahu,"virus omicron sama delta aja bisa kawin, kamu kapan?",,2022-02-04 05:01:22
820,cakaponlee,erick thohir minta pelaku umkm tetap semangat dan tak putus asa melihat mulai meningkatnya kasus covid-19 varian omicron. prokes wajib dilakukan.  pemerintah dan bumn tak tinggal diam dalam menjaga keberlangsungan umkm. ❗ #denganetmerdekaberdaulat,,2022-02-04 05:00:41
821,KATADATAcoid,kementerian kesehatan meminta pasien corona omicron tanpa gejala (otg) atau gejala ringan melakukan isolasi mandiri di rumah masing-masing.,Jakarta,2022-02-04 05:00:37
822,respandeglang,"polres pandeglang - tim urkes (urusan kesehatan) polres pandeglang melaksanakan sosialisasi pencegahan corona virus (covid-19) khususnya untuk varian omicron kepada personil polres pandeglang, jumat (04/2/2022) pagi.  @silitongashinto @divhumas_polri @humas_banten","Pandeglang, Indonesia",2022-02-04 05:00:24
823,Rezim_Terkutuk,"jadi, ayolah berhenti bohong soal omicron menggila. berhenti marahin orang2 yg bikin kerumunan. buktinya pejabat2 masih kemana2 tuh. dengan kerumunan dimana2.  atau kamu benar2 tidak paham lagi definisi kemunafikan? karena saking sudah hobinya munafik.  **foto dari bpmi sumut","Kota Dumai, Riau",2022-02-04 05:00:17
824,octa_hadi2002,"webinar bersama gus menteri desa ahi, gejala dan cara penanganannya dalam webinar penanganan covid-19 varian omicron  @kemendespdtt @halimiskandarnu @imansyukri @sukoyokasekpro @kpw4jatim @p3md_trenggalek  @shofamubarok1  @hendrijos69  @muhamadiswahyu8  @triand0ko  @mukarmans","Trenggalek, Indonesia",2022-02-04 05:00:13
825,sicepat_ekspres,"ditengah melonjaknya kasus penyeberan omicron, yuk kita selalu jaga kesehatan kita dan orang tercinta.  walaupun kamu sudah di vaksin, jangan lupa selalu pakai masker ya sahabat dan jaga selalu protokol kesehatan.  #sicepatekspres #yukselalubersama #lawancovid19",Indonesia,2022-02-04 05:00:03
826,InfoTimlo,"antisipasi omicron, sragen aktifkan satgas jogo tonggo tingkat desa",Surakarta,2022-02-04 05:00:02
827,SOLOPOSFM,"antisipasi ancaman omicron, pt ka daop 6 ketatkan syarat perjalanan",Solo Indonesia,2022-02-04 05:00:00
828,detikHealth,omicron memang dikenal sebagai varian covid-19 yang menular lebih cepat dibandingkan lainnya. ini panduan positif omicron yang bisa dilakukan. jangan panik!,Jakarta - Indonesia,2022-02-04 04:59:44
829,KabarPakAnies,"kasus omicron melonjak, p2g minta kepala daerah tak paksakan ptm 100 persen  #aniesbaswedan",Jakarta,2022-02-04 04:59:43
830,LeonnieFM,"@qronoz gw pakai  pengalamannya beberapa hari lalu asik banget sih. registrasi &amp; bayar online. pilihan lengkap termasuk yg buat omicron. 1 akun bisa multiple people, hasil tepat waktu dan langsung sync ke pl ga pakai telat.","Jakarta, Indonesia",2022-02-04 04:59:30
831,Rezim_Terkutuk,"*bohong  saya tidak percaya omicron menggila. dan saya lebih² tdk percaya jika ada pejabat yg nyuruh rakyat jangan kemana².  lihat foto ini. presiden tetap kerja, tetap kemana², dan tetap membuat kerumunan di mana². lihat foto ini, kawan, penonton ramai, semua tanpa masker, dll","Kota Dumai, Riau",2022-02-04 04:59:22
832,nyolongsate,"@musniumar walaupun seperti biasa saya bingung dgn pernyataan bapak: antigen tp positif, omicron lagi (antigennya dahsyat), tp semoga lekas sembuh pak dan dapat kembali beraktivitas kembali.",,2022-02-04 04:59:12
833,Lessien_D,"@labklinikkf halo ka, mo nanya rt-pcr lab kimia farma target gen apa saja ya? bisa deteksi omicron juga kan ya? soalnya saya baca kalau pcr yg hanya target gen s tdk bs deteksi omicron, terima kasih 🙏",,2022-02-04 04:59:02
834,riri_rhi,"@ikhsanb8 @ftrrii1 hati2, ekstra jaga kesehatan ya",,2022-02-04 04:58:52
835,ehfitrias,tadi lihat klarifikasi pihak manajemen mal dan penjelasannya sungguh tidak bermakna alias sampah. juara deh pokoknya. emang pihak mal mau bertanggung jawab biaya pengobatan apabila beberapa pengunjung mal terinfeksi virus???  #omicron,K-Town,2022-02-04 04:58:44
836,bienana_shj,"@thdhyeongjun dari pandemi mulai, psbb, ppkm, new normal, delta bahkan sampe omicron 🥲",INA,2022-02-04 04:58:41
837,mpupuyy,sumpah ini aneh bgt dah beritanya bertolak belakang banget wkwkwkwk.. berita ledakan omicron tapi juga ada berita pintu bali dibuka buat international 😂😂😂,,2022-02-04 04:58:32
838,sobatbonge,emg omicron babi,rant // do not stalk,2022-02-04 04:58:22
839,rbytriur,"@parkcy1001 sabarr yaaa sayangkuu, mungkin sekarang karena omicron dah nyebarr sama covid naik jadi di pjj in lagii",mark.,2022-02-04 04:58:11
840,DokterkecilCom,"meski gejala omicron lbh ringan dibanding varian sebelumnya, bukan berarti kita harus abai. sebab,penyebaran omicron sangat tinggi dan bisa mematikan juga. kita juga perlu tahu kapan hrs melakukan tes pcr. apa saja parameternya? klik  utk info lbh lengkap.",,2022-02-04 04:57:55
841,acantya,omicron gausa naik naik dulu 2 minggu kedepan ya aku mager kalo defferal ujiannya,,2022-02-04 04:57:27
842,MuzammilOyong,"@speedlab_idn speedlab ini terafiliasi kah dg kemenkes?, karena hasil pcr saya positif omicron sejak rabu kemarin, sampai saat ini tidak ada wa atau supply paket obat2 atau vitamin dari kemenkes",Jakarta Indonesia,2022-02-04 04:57:19
843,bungaterakhirmu,"setidaknya masih bernafas gatau mengandung omicron apa nggak. tapi tetap, syukurlah.",kebun bunga,2022-02-04 04:55:50
844,wahananewsdotco,"omicron ngamuk, mui imbau salat jumat diganti salat zuhur di rumah",Jakarta,2022-02-04 04:55:32
845,cakrawala_co,antisipasi omicron pemda diy harus percepat vaksin booster bagi warga,Jakarta Capital Region,2022-02-04 04:55:16
846,princsaol,ini kayanya sekolah gue bakal daring lagi deh #omicron #dirumahlagi #daring,,2022-02-04 04:54:44
847,STARFUC46312433,"@upilepsi1 thn 2020 - 2021 covid 19 mengganas pencarian harun masiku dtangguhkan . thn 2022 varian baru covid 19 virus omicron mengganas , pencarian harun masiku dtunda . nanti thn 2023 covid 19 kluar varian baru brnama ohmygod , ditunda lagi smpe 2024 muncul lg virus baru brnama ohnasib .",,2022-02-04 04:54:35
848,Adribarza2,@fadlizon omicron vs omluhut = omzon. virus gak bakal hilang,,2022-02-04 04:54:23
849,ulpiupil,@djamtjoek (((kan omicron ga berbahaya))),,2022-02-04 04:54:09
850,starbakseuu,"bapak gw random bgt masa tiba"" bilang abis omicron ada abicron bapaknya 😭",,2022-02-04 04:53:44
851,gnrsmnlktua,"@txtdrjkt harusnya spesifik bilang influencer, kalo bilang orang jakarta apalagi jaksel, gw jaksel tapi tra suit buat pigi ke bali abaaang  orang jakarta commoners kaya gw mah sibuk kerja sambil was2 omicron naik mulu",,2022-02-04 04:53:44
852,Ndukla2,"presiden joko widodo meminta masyarakat untuk tetap tenang karena meski varian omicron memiliki tingkat penularan yang tinggi, tetapi tingkat fatalitasnya lebih rendah dibandingkan varian delta.",,2022-02-04 04:53:32
853,05panji2,"kita itu lucu,omicron telah mendunia dan pemerintah sudah berkali-kali bilang waspada, namun tidak dihiraukan, malah pada jalan-jalan santai seperti tidak ada apa-apa. sekarang meledak, eh, pemerintah lagi yang disalahkan. padahal wabah penyakit ini, telah 2 tahun lebih melanda.",,2022-02-04 04:53:21
854,ColtliQOfficial,panduan isolasi mandiri covid-19 omicron,"Malang, Indonesia",2022-02-04 04:53:05
855,kumparan,"wakil ketua mpr lestari moerdijat mengatakan varian omicron memiliki tingkat penularan tinggi sehingga bisa berdampak pada lansia, komorbid, dan anak-anak. #kumparannews",,2022-02-04 04:53:03
856,Azhari160970,"mari ikuti webinar penanganan covid-19 varian omicron, jumat, 4 feb.2022 jam 14.00. - 16.00 wib @halimiskandarnu  @tppkemendes  @p3md_aceh  @acehtpp","Kota Banda Aceh, Nangro Aceh D",2022-02-04 04:52:51
857,JebuelMania900,yg sdh vaksin booster kenapa pada kena omicron ?? kenapa .....??,,2022-02-04 04:52:35
858,pandangan_jogja,"dikutip dari lama mui, jumat (4/1), komisi fatwa mui menyatakan fatwa mui nomor 14 tahun 2020 tentang panduan ibadah di tengah pandemi masih relevan untuk dijadikan pedoman bagi umat.    #beritaterkini #fatwamui #jumat #salatjumat #omicron #pandanganjogja",Yogyakarta,2022-02-04 04:52:34
859,BatamPos,"pasien aktif covid-19 tembus 105 orang, 52 kasus omicron","Gedung Graha Pena Lt.3, Batam",2022-02-04 04:52:30
860,IwanKareem,@jantungpiisang lha itu masi ada dokter yg getol ngetuit omicron pake countdown segala utk peak time sbg sesama profesi coba ditertibkan mulai dari dia,"Jakarta Capital Region, Indone",2022-02-04 04:52:21
861,BatamPos,"pulang dari swiss, ayah dan anak terpapar omicron","Gedung Graha Pena Lt.3, Batam",2022-02-04 04:52:19
862,r3venclaw_,@jopkep ini variant original apa yang omicron?,,2022-02-04 04:51:49
863,goseolcom,"cegah omicron, kapolri minta percepatan booster hingga akselerasi vaksinasi lansia-anak",,2022-02-04 04:51:42
864,cnbcindonesia,"omicron meledak, lampu kamar wisma atlet terang benderang!",Jakarta Capital Region,2022-02-04 04:51:31
865,ulfarochyani,"makmak ini butuh bgt ""main"" tapi kok omicron gak ""main2"".... 😌😌😌","Semarang, Jawa Tengah",2022-02-04 04:51:08
866,djamtjoek,lagian warga udah dikasih tau omicron cepet nularnya masih aja wara-wiri yg sebenernya gak perlu2 amat.,"Bandung, Jawa Barat",2022-02-04 04:50:52
867,calvindws,"@nuicemedia ya udahlah, makin cepat kena omicron, kayaknya makin bagus",,2022-02-04 04:50:46
868,Areloghy,beberapa temen udah khawatir untuk wfo mengingat sudah ada banyak teman kami yang positif omicron.  jadi bingung karena sejujurnya gak betah kalo wfh.,"Jakarta Pusat, DKI Jakarta",2022-02-04 04:50:30
869,MuhammadIkhtid1,"@yaniarsim @annisa_1193 @kemenkesri @jokowi presiden aja ngk percaya ada omicron, masa kita rakyat ditaku-takuti akan bahaya omicron",,2022-02-04 04:50:20
870,AwalMediaN,jokowi: pasien omicron tak perlu ke rumah sakit -    #awalmedianusantara #berita,"Semarang, Jawa Tengah",2022-02-04 04:50:19
871,herald_id_,"lagi, jokowi bagi-bagi bingkisan di tengah kerumunan, gus umar: welcome omicron  #gusumar #kerumunan #omicron #presidenjokowi","Jakarta Selatan, DKI Jakarta",2022-02-04 04:50:13
872,Subiakto,selamat menunaikan sholat jumat.  jangan tinggalkan prokes karena omicron sedang tinggi-tingginya teman  semoga kita dijauhkan dari marabahaya.  aamiin,"Jakarta, Indonesia",2022-02-04 04:50:06
873,opiik_piss,"seiring meningkatnya kasus omicron, waspada dan taat prokes. meskipun bergejala ringan tapi jangan anggap remeh.  @jokowi  lawan pandemi",,2022-02-04 04:50:00
874,PapaHyung_,"@heragoddeess ya bener.   ""jokowi menambahkan, pasien covid -19 varian omicron bisa sembuh dengan isolasi mandiri di rumah. pasien bisa sembuh dengan meminum obat serta multivitamin.""  sodara ku udh negatif kok setelah isoman.",bgr,2022-02-04 04:49:47
875,irenebave,"omicron semakin buas, jangan lupa protokol kesehatan kalau mau kemana mana.",대한민국 서울,2022-02-04 04:49:43
876,KlappertaartON,ada juga indon yg mendoakan spy omicron menginfeksi orang indonesia hanya agar supaya opininya dalam debat terbukti benar .,"Ciledug, jakartangerang",2022-02-04 04:49:25
877,biancamgdln,omicron ini ga main main sih 😩,,2022-02-04 04:49:17
878,noalarmpls,"akhir bulan ke bdg kali ya, tapi was2 juga omicron   lagi naik 🥲",,2022-02-04 04:49:14
879,Mazdalani,ini membuktikan kalau omicron cuma bahan mainan penguasa dan pengusaha.,"Kota Medan, Sumatera Utara",2022-02-04 04:49:10
880,pIwumiest,yaallah gue takut kena omicron,bulan,2022-02-04 04:48:57
881,GeorgeWasintown,"@smilypiggy @profesorzubairi entah, tapi belum denger satupun temen/rekan/ keluarga yang sakit parah kena omicron, gejala ringan2 bahkan lebih ringan dari batuk radang sebelum pandemi",,2022-02-04 04:48:40
882,anitamld,positif covid pertama lolos skrg positif covid omicron kena anosmia :),Bogor,2022-02-04 04:48:34
883,tribunnews,"gejala omicron lebih ringan dan cepat menular, penyintas covid-19 dapat terinfeksi lagi",Indonesia,2022-02-04 04:48:21
884,WongCilik31,"@musniumar klo banteng divaksin juga, omicron jg g hasilnya",,2022-02-04 04:48:20
885,LambeyNyengir,omicron tidak ada apa2 nya dibanding om...,Provinsi Pasundan,2022-02-04 04:48:20
886,xeeed20,case omicron ini kyknya lebih bikin stress ya 🙃,,2022-02-04 04:48:19
887,tribunnews,kpai dukung langkah pemerintah evaluasi ptm 100 persen di tengah lonjakan covid-19 omicron,Indonesia,2022-02-04 04:48:02
888,trryyaa,sumpa omicron pusingnya kek apaan tau anjir,,2022-02-04 04:47:47
889,tribunnews,"gejala omicron lebih ringan dan cepat menular, penyintas covid-19 dapat terinfeksi lagi",Indonesia,2022-02-04 04:47:45
890,andikmita,@setyo_d_andi nek keno omicron kayane luwih cepet negative..lekas sembuh trok 👍,Solo - Tangsel,2022-02-04 04:47:18
891,mapaybandungcom,"omicron melejit, mui izinkan salat jumat diganti salat zhuhur jika tetangga banyak yang positif covid-19","Bandung, Jawa Barat",2022-02-04 04:47:18
892,Samuel21588001,"satu kalimat buat omicron, fakyu cibai la.  btw stay safe yak, si cibai dateng lagi.","Kota Surabaya, Jawa Timur",2022-02-04 04:47:18
893,Jimlove78A,@cnnindonesia apakah ini merupakan program import virus varian omicron untuk mengagalkan liburan idul fitri? atau ada bisnis anti virus?  katanya kasus virus sedang melonjak tajam.,Timika,2022-02-04 04:47:15
894,merkuri_fredy,waspada omicron gubernur riau minta rs rujukan pastikan stok obat  prokes lindungi keluarga,"Kota Batam, Kepulauan Riau",2022-02-04 04:47:03
895,ArdiansyahIvan,@penyuka_ombak @aniesbaswedan siyap2 omicron jadi kambing hitam dan seperti biasa kalau momen gagal yg maju wagubnya,Bandung,2022-02-04 04:46:58
896,NgkongRoses,erick thohir menyampaikan geliat perekonomian mulai kembali tumbuh pasca dilanda tekanan hebat saat pandemi yang terjadi tahun lalu.  dan optimisme membuat kita selalu percaya dan yakin pada kemampuan diri sendiri.  ojo podo nglokro lur 💪💪,Di Hatimu! ,2022-02-04 04:46:35
897,jr_herru,calon rombongan kondangan cungpret bubaran gara gara omicron.,Fish Pond (Balongan) - Jakarta,2022-02-04 04:46:32
898,Uwatere__,@sukamakannes @areajulid skrg juga viral kan si omicron,,2022-02-04 04:46:30
899,bubuupn,"omicron ini nyebarnya ngeri banget ya. 1 kena terus “kecolongan” ngumpul, ya nularnya masif. walau gejala mungkin ringan, tapi mengorbankan waktu untuk karantina, tanggungjawab tracing, pusing mikirin orang lain; kayaknya tetep aja mumet ya.","Bandung Barat, Jawa Barat",2022-02-04 04:46:26
900,ohm364,hehehe selingkaran udah ada yang positif omicron.,,2022-02-04 04:46:12
901,abadikinicom,jokowi sebut omicron dapat disembuhkan tanpa harus ke rumah sakit,"Jakarta, Indonesia",2022-02-04 04:46:02
902,jauhkangen,semangat untuk kita semua pejuang +omicron,Jakarta Capital Region,2022-02-04 04:45:51
903,pastequel,"@tbzendru asal, lo aja baru gue duga kena omicron",he/they    ✳ UNLABELED,2022-02-04 04:45:44
904,CNNIDdaily,berikut laporan koresponden zaiul khaq terkait antisipasi penyebaran varian omicron di kota bandung.  #cnnidtoday,Indonesia,2022-02-04 04:45:27
905,harisfirdaus,"data di gisaid tentang satu orang yang positif omicron di jogja. pengambilan sampel dilakukan sejak 14 januari 2022. jadi, sejak pertengahan januari, omicron kemungkinan sudah masuk jogja.",,2022-02-04 04:45:13
906,spazecowboy,"betul itu jangan ikut2an amerika gaes disana pcr gratis, kenalan w pas kena omicron bisa pcr berkali2 ampe negatif",any pronouns | 🇲🇨,2022-02-04 04:44:47
907,BUMN_SLWS_TEPAT,"menteri bumn, mengajak agar saling mengingatkan dan menjaga untuk indonesia. hal tersebut sehubungan dengan kasus covid 19 omicron yang terus meningkat. mari kita taati protokol kesehatan dan melakukan vaksinasi untuk kesehatan serta kekebalan tubuh kita bersama.  #tetapwaspada",,2022-02-04 04:44:24
908,linamrlin,@musniumar prof musni gejalanya omicron sperti yang tabel ga?,,2022-02-04 04:44:17
909,qingxxin,"omicron aja udh bisa kawin ama delta, kamu kapan",21,2022-02-04 04:44:14
910,21BeritaTerkini,"pasien covid-19 tak perlu tahu varian apa di dalam tubuhnya, idi: jangan ngotot cari tahu omicron atau bukan",,2022-02-04 04:43:36
911,biyyyo_,omicron anjiiiiinkkkkkkk,kopeD,2022-02-04 04:43:33
912,HmsBnw,"dalam upaya pencegahan penyebaran covid 19 dilingkungan mapolsek benowo, kapolsek benowo kompol enny p rustam memberikan minuman herbal dan himbauan jaga kesehatan. disaat pandemi covid ( omicron ) naik disurabaya.",,2022-02-04 04:42:44
913,L1_Kotak,"ciamik, dgn naiknya omicron dia borong. to the moon🚀","Bandung,Indonesia",2022-02-04 04:41:48
914,BenciKoruptor7,waspada penyebaran kasus omicron yang terus meningkat proses lindungi keluarga,"Nusa Tenggara Timur, Indonesia",2022-02-04 04:41:31
915,galihsih,@manisnyakamu @biarindeh omicron ego dikeplak abang-abangan stasiun senen ntar u kesini.,,2022-02-04 04:41:29
916,amira_suud,@azzamizzulhaq omicron hanya menyerang manusia  prokes hanya berlaku untuk manusia  udaaaah gitu aajaa,,2022-02-04 04:41:11
917,azkadotid,"pasien covid-19 tak perlu tahu varian apa di dalam tubuhnya, idi: jangan ngotot cari tahu omicron atau bukan",Sumenep,2022-02-04 04:41:08
918,Toni17250685,@fadlizon ada niat dan siasat buruk lbp sepertinya dg omicron ini..❓,"Medan Baru, Indonesia",2022-02-04 04:41:03
919,deeznana,sedih karna gak di undang waktu nikahan omicron ama delta:((,⌗ ﹕정성찬 ! 𖣂 . ✧  🕊,2022-02-04 04:40:51
920,BagoMartinus,omicron merupakan virus varian baru mari kita secara bersama untuk tetap mengikuti protokol kesehatan. @jokowi @halimiskandarnu  @tppkemendes @pusat_ppmd @malik_haramain @imansyukri @brigade01arwan1  @tppisumut  @koorprovsumut  @lilisritonga  @yankas_kzagoto,"Nias Selatan, Sumatera Utara",2022-02-04 04:40:48
921,EZGoing9,"@footyheadliness @fiqhihalfariz @indomiefans @tvindonesiawkwk mas tau nggak sekrg tu jaman nya covidnya udah omicron, sepelein aja terus ntar bakal selese sendiri pandeminya, bru ntar kalo udah puasa menjelang lebaran ketat lagi prokesnya dilarang mudiklah denda lah apa lah gituu kan mau nya?",,2022-02-04 04:40:43
922,azkadotid,benarkah omicron siluman subvarian ba.2 lebih kebal vaksin? ini faktanya,Sumenep,2022-02-04 04:40:41
923,tangerangnews,"pasien omicron gejala ringan cukup isoman, ini syarat dan petunjuknya  |   via @tangerangnews","Tangerang, Banten.",2022-02-04 04:40:31
924,KEZIAAM0UR,"@null kabar duka, 5 artis yang positif covid-19 karena lalai prokes, nomor 2 kena omic",,2022-02-04 04:40:17
925,okezonenews,siti badriah positif covid-19 omicron saat hamil besar. apa ya penyebabnya?,Jakarta,2022-02-04 04:40:00
926,hnyakey,omicron anjing gara gara lo tugas gue numpuk bngst,,2022-02-04 04:39:17
927,vichious_,"gue yg kormobid. mau delta kek mau omicron kek or whatever ye mutasi selanjutnya, smua berat buat gue!   normal hirup udara aja susah. cacat tau ga lo paru2 lo rasanya napas susah!   otak lo dimana deh becandain omicron cm hoax, antek rezim bla ble blo..   trus gue apa? ekting?",,2022-02-04 04:39:14
928,Rendybrend31,omicron itu sejenis apa sih?,Kota Bekasi indonesia,2022-02-04 04:39:05
929,HopsIndonesia,"jarang keluar rumah, siti badriah positif omicron saat hamil besar: emang lagi apes dan kecolongan",,2022-02-04 04:39:04
930,Karmila155,"menteri badan usaha milik negara (bumn) erick thohir mengajak pelaku usaha mikro, kecil, dan menengah (umkm) di bekasi, jawa barat, untuk tetap semangat dan optimistis dalam menghadapi situasi yang terjadi saat ini. #denganetmerdekaberdaulat",,2022-02-04 04:38:49
931,Warga_wkwkland,"@king__vaduka min @muipusat itu beneran komen dari mui? atau media aja yg ngebacot. kalau kalian mau sholat dirumah. ga usah ajak2, umat udah jengah sama spesies omicron megatron beserta cucu cicitnya yg ditakut2in pemerintah.",di Negeri Wakanda,2022-02-04 04:38:47
932,Setyo_D_Andi,@andikmita mbuh omicron po dudu. iki aku karantina nganti negatif pokok'e,jakarta,2022-02-04 04:38:35
933,satukanalcom,"#idai ungkap 3 #gejala awal #omicron pada #anak  #nasional – kemenkes telah mengkonfirmasi ada 2.980 kasus #omicron di indonesia. dari total tersebut, sebanyak 12 p... . baca selengkapnya :  . #covid19 #virus","Malang, Jawa Timur",2022-02-04 04:38:19
934,SundazeC,iya omicron ga kehilangan indera perasa tp semua makanan rasanya pait,,2022-02-04 04:38:17
935,hard_arya,@beecandu tidur woiii.. lg bnyak omicron 😏,"Jakarta Capital Region, Indone",2022-02-04 04:38:10
936,maysavitri,"apalagi kalau ternyata anaknya batuk pulang sekolah, makin panik. tambah hidungnya bolak-balik ingusan, panik pangkat empat. walau tau anaknya rhinitis alergi, tetap aja pikirannya jgn2 omicron.",West Sumatra - Indonesia,2022-02-04 04:37:57
937,polresta_humas,tangkal covid 19 varian omicron  selalu disiplin protokol kesehatan  #tetapprokescovid19,,2022-02-04 04:37:53
938,vichious_,tp klo ngeluh doang dikatain manja lebay.   klo belom kena ngatain hoax2.   coba deh gue doain salah 1 keluarga lo kena dan lewat gimana? boleh ga?   kan lu anggep omicron nih becandaan ye kan? wkwkwkwk 🤣,,2022-02-04 04:37:18
939,Sinbad555,"flu, batuk &amp; pilek  = #omicron",I N D O N E S I A ,2022-02-04 04:37:09
940,sabar_setiabudi,"@firzahusaininc lagu   ,    corona omicron          bunuh  jutaan  orang  wajib ppkm , wajib vaksin, wajib protokol kesehatan ketat",Bandung ,2022-02-04 04:35:59
941,UtaraCikarang,"waspada omicron  polres metro bekasi- polsek cikarang, kanit samapta polsek cikarang akp parokhan, pimpin personil melaksanakan ops yustisi kemanusiaan, perum grand cikarang city karang raharja, cikarang utara, jumat (4/2/2022)  ""kami bagikan masker kepada",,2022-02-04 04:35:23
942,Antara_Kalteng,mayoritas pasien omicron merasakan nyeri &amp; gatal tenggorokan,"Jl. RTA Milono Km 2,5 Palangka",2022-02-04 04:35:22
943,vichious_,"msh pd anggep omicron becandaan ya?  tuker kondisi dong. gue capek sesek nafas terus ga bs tidur dan harus duduk. klo tiduran bs lewat gue.   gue msh harus ke percetakan, kirim barang ke customer, urus rumah, kerjain commission yg dah waiting list, ketemu circle sm keluarga",,2022-02-04 04:35:06
